salario_bruto,seniority,experiencia,nivel_estudios,estado_estudios,lenguajes,genero,es_dolarizado
2476675.0,Semi-Senior,3,,,"Bash/Shell, Python, Ruby",Hombre Cis,True
3600000.0,Senior,20,Universitario,Completo,"HTML, Javascript, SQL, TypeScript",Hombre Cis,True
4550000.0,Senior,13,Universitario,Incompleto,Java,Mujer Cis,True
3800000.0,Semi-Senior,3,Secundario,Incompleto,"HTML, Javascript, TypeScript",Hombre Cis,True
1500000.0,Junior,0,,,"Python, SQL",Hombre Cis,True
7975000.0,Senior,13,Universitario,En curso,"CSS, HTML, Javascript, TypeScript",Hombre Cis,True
4612724.0,Senior,18,Universitario,Completo,"Bash/Shell, HTML, Javascript, Python, SQL",Hombre Cis,True
3793768.0,Senior,6,,,"CSS, HTML, Javascript, TypeScript",Hombre Cis,True
4500000.0,Semi-Senior,4,Universitario,Incompleto,"Javascript, SQL, TypeScript",Hombre Cis,True
6050000.0,Senior,20,Universitario,Completo,"CSS, Swift, TypeScript",Mujer Cis,True
3500400.0,Semi-Senior,5,,,"Bash/Shell, Python",Hombre Cis,True
14600000.0,Senior,21,Universitario,Completo,"Groovy, Java, SQL",Hombre Cis,True
4800000.0,Semi-Senior,3,Doctorado,En curso,"Python, SQL",Hombre Cis,True
3500000.0,Senior,15,,,".NET, C#, CSS, HTML, Javascript",Hombre Cis,True
3300000.0,Semi-Senior,3,Universitario,Completo,"Python, Verilog",Hombre Cis,True
5478000.0,Senior,6,Universitario,Incompleto,"Go, Java",Hombre Cis,True
920000.0,Junior,2,,,"Bash/Shell, CSS, HTML, Javascript, SQL",Hombre Cis,True
2650000.0,Senior,15,,,Python,Hombre Cis,True
3500000.0,Senior,8,,,"Java, Python",Hombre Cis,True
3500000.0,Senior,20,,,"Bash/Shell, Python",Hombre Cis,True
7100000.0,Senior,8,,,"CSS, HTML, Javascript, TypeScript",Mujer Cis,True
12090000.0,Senior,30,,,"Bash/Shell, Python, Rust",Hombre Cis,True
2809000.0,Senior,23,Universitario,Incompleto,Ninguno de los anteriores,Hombre Cis,True
8000000.0,Senior,10,,,Ninguno de los anteriores,Hombre Cis,True
8400000.0,Senior,13,,,"Javascript, Kotlin, TypeScript",Hombre Cis,True
3146000.0,Semi-Senior,3,Universitario,En curso,"CSS, HTML, Java, Javascript, TypeScript",Hombre Cis,True
4480000.0,Senior,6,,,Python,Mujer Cis,True
8000000.0,Senior,19,Universitario,Completo,"CSS, HTML, Java, Javascript, Kotlin",Mujer Cis,True
3565735.56,Senior,14,Posgrado/Especialización,Completo,".NET, SQL",Mujer Cis,True
4800000.0,Semi-Senior,4,Doctorado,Completo,"Python, R",Hombre Cis,True
1300000.0,Semi-Senior,3,,,Ninguno de los anteriores,Mujer Cis,True
9660800.0,Senior,10,,,"CSS, HTML, Javascript, PHP, Python, SQL",Hombre Cis,True
2600000.0,Semi-Senior,5,,,"Java, Javascript, Python, TypeScript",Hombre Cis,True
9000000.0,Senior,18,Universitario,Completo,Python,Hombre Cis,True
15876254.0,Senior,20,,,"CSS, Dart, HTML, Javascript, PHP, SQL",Hombre Cis,True
7700000.0,Senior,20,,,"Bash/Shell, Python",Hombre Cis,True
3128403.0,Semi-Senior,3,,,"Python, R, SQL",Hombre Cis,True
2100000.0,Semi-Senior,3,Universitario,Completo,"CSS, HTML, Javascript, Kotlin, PHP, Python, SQL",Hombre Cis,True
7083000.0,Senior,13,Universitario,Incompleto,"CSS, HTML, Javascript, TypeScript",Hombre Cis,True
4900000.0,Senior,8,,,"CSS, HTML, Java, Javascript, Kotlin, Scala, SQL, TypeScript",Hombre Cis,True
6000000.0,Senior,15,,,"CSS, HTML, Javascript, TypeScript",Hombre Cis,True
6559000.0,Senior,7,Terciario,Completo,"Java, Kotlin",Hombre Cis,True
4200000.0,Senior,8,,,Ninguno de los anteriores,Mujer Cis,True
1978579.0,Semi-Senior,4,,,"CSS, HTML, Javascript",Mujer Cis,True
8000000.0,Semi-Senior,5,,,"Go, Java",Hombre Cis,True
5000000.0,Senior,16,,,"Javascript, PHP, Python, Rust, Solidity, TypeScript",Hombre Cis,True
6380000.0,Senior,20,Universitario,Completo,"Bash/Shell, HTML, PHP, Python, SQL",Hombre Cis,True
10200000.0,Senior,6,Universitario,Completo,Go,Hombre Cis,True
12500000.0,Senior,25,,,"Bash/Shell, Python, SQL",Hombre Cis,True
5350000.0,Senior,20,Universitario,En curso,"Bash/Shell, HTML, Javascript, PHP, Python",Hombre Cis,True
1715000.0,Senior,7,Universitario,En curso,"C#, Python, R, SQL",Hombre Cis,True
13700000.0,Senior,19,Universitario,Completo,"Go, TypeScript",Hombre Cis,True
2000000.0,Semi-Senior,5,,,SQL,Mujer Cis,True
6500000.0,Senior,15,,,"Bash/Shell, C++, Elixir, HTML, Java, Javascript, TypeScript",Hombre Cis,True
5500000.0,Senior,23,,,"CSS, HTML, Javascript, PHP, SQL, TypeScript",Hombre Cis,True
3600000.0,Semi-Senior,4,,,"Python, SQL, VBA",Hombre Cis,True
8500000.0,Senior,24,,,"Bash/Shell, PHP, Python, SQL",Hombre Cis,True
5000000.0,Senior,10,,,"CSS, HTML",Hombre Cis,True
2932875.0,Semi-Senior,3,Universitario,Incompleto,"Bash/Shell, SQL",Hombre Cis,True
9100000.0,Semi-Senior,5,,,"Bash/Shell, C++, Go, Groovy, Perl, PHP, Python, R, SQL",Hombre Cis,True
5000000.0,Senior,30,Universitario,Completo,Java,Hombre Cis,True
2245000.0,Senior,6,,,"CSS, HTML, Javascript, Python, SQL, TypeScript",Hombre Cis,True
3005000.0,Senior,6,Universitario,En curso,Ninguno de los anteriores,Hombre Cis,True
3000000.0,Semi-Senior,4,Universitario,Completo,Ninguno de los anteriores,Hombre Cis,True
6000000.0,Senior,16,,,"Bash/Shell, Go, Python",Hombre Cis,True
11000000.0,Semi-Senior,5,Doctorado,Completo,"Javascript, Python, TypeScript",Hombre Cis,True
970000.0,Junior,0,,,"C#, Python, SQL",Mujer Cis,True
3400000.0,Senior,6,,,"Bash/Shell, Python",Hombre Cis,True
2200000.0,Semi-Senior,4,,,"Python, SQL",Mujer Cis,True
5200000.0,Senior,10,,,Ninguno de los anteriores,Hombre Cis,True
2534000.0,Semi-Senior,5,,,".NET, C#, CSS, HTML, Java, Javascript, SQL",Mujer Cis,True
3000000.0,Senior,14,,,Ruby,Hombre Cis,True
6000000.0,Senior,8,,,"Python, SQL",Mujer Cis,True
900000.0,Senior,6,,,"Java, Javascript, PHP, Python",Hombre Cis,True
6000000.0,Senior,7,Universitario,Incompleto,"Python, SQL",Hombre Cis,True
250000.0,Junior,0,Universitario,Incompleto,HTML,No binarie,True
1500000.0,Senior,20,,,Ninguno de los anteriores,Hombre Cis,True
2275623.0,Semi-Senior,3,,,".NET, Javascript, PHP, Python, SQL",Hombre Cis,True
5300000.0,Senior,15,,,PHP,Prefiero no decir,True
8850000.0,Senior,20,Universitario,Completo,".NET, C#, Javascript, TypeScript",Hombre Cis,True
2000000.0,Senior,15,,,"CSS, HTML, Javascript, PHP",Hombre Cis,True
6800000.0,Senior,7,,,Ninguno de los anteriores,Hombre Cis,True
3338000.0,Senior,19,,,"Bash/Shell, CSS, HTML, Perl, PHP, Python, SQL, VBA",Hombre Cis,True
7252100.0,Senior,6,,,Bash/Shell,Mujer Cis,True
2714916.47,Junior,1,Maestría,En curso,Python,Mujer Cis,True
2127500.0,Junior,2,Universitario,Incompleto,"Java, SQL",Hombre Cis,True
3650000.0,Senior,30,,,Ninguno de los anteriores,Hombre Cis,True
700000.0,Semi-Senior,4,,,"Java, Javascript, TypeScript",Hombre Cis,True
900000.0,Junior,1,Universitario,En curso,".NET, C#, SQL",Hombre Cis,True
8400000.0,Senior,20,,,"Python, SQL",Hombre Cis,True
2898000.0,Semi-Senior,4,,,SQL,Mujer Cis,True
3200000.0,Senior,8,Universitario,En curso,"Bash/Shell, Java, SQL, TypeScript",Hombre Cis,True
9800000.0,Senior,10,Universitario,Completo,Python,Mujer Cis,True
5800000.0,Semi-Senior,5,Universitario,Completo,"Bash/Shell, Python",Hombre Cis,True
2400000.0,Junior,1,,,Python,Mujer Cis,True
600000.0,Junior,2,,,"Arduino, C, C++, C#, HTML, Javascript, Python, SQL",Hombre Cis,True
4560271.0,Senior,20,Posgrado/Especialización,Completo,Ninguno de los anteriores,Mujer Cis,True
1700000.0,Senior,15,Universitario,Completo,"Bash/Shell, HTML, Javascript, PHP, Python, SQL, TypeScript",Hombre Cis,True
3427000.0,Semi-Senior,4,,,"CSS, HTML, TypeScript",Hombre Cis,True
6000000.0,Senior,20,Universitario,Completo,"Java, Scala",Hombre Cis,True
2510000.0,Senior,12,,,"Groovy, Java, Kotlin",Hombre Cis,True
685830.0,Junior,2,Universitario,Incompleto,"Java, Javascript, TypeScript",Hombre Cis,True
3500000.0,Senior,15,,,"CSS, HTML, Java, Javascript, Python, SQL, TypeScript",Queer,True
7264398.0,Senior,11,Universitario,Completo,"CSS, HTML, Javascript, PHP, SQL",Hombre Cis,True
4500000.0,Senior,15,,,Ninguno de los anteriores,Mujer Cis,True
9500000.0,Semi-Senior,4,Universitario,Completo,"Python, SQL, TypeScript",Hombre Cis,True
7000000.0,Semi-Senior,5,Universitario,Completo,Python,Hombre Cis,True
6600000.0,Senior,8,,,SQL,Mujer Cis,True
3300000.0,Senior,15,Terciario,Completo,Ninguno de los anteriores,Hombre Cis,True
4700100.0,Senior,6,,,"CSS, HTML, Javascript, TypeScript",Mujer Cis,True
2600959.0,Semi-Senior,3,,,Python,Mujer Cis,True
1197157.94,Junior,1,Terciario,Completo,Java,Hombre Cis,True
2000000.0,Senior,6,,,"HTML, Javascript, PHP, SQL",Hombre Cis,True
3738000.0,Senior,10,,,"Bash/Shell, Go, Python",Hombre Cis,True
17940000.0,Senior,15,,,"Python, SQL",Hombre Cis,True
2800000.0,Senior,7,,,R,Hombre Cis,True
3500000.0,Semi-Senior,5,Maestría,Completo,"Java, Javascript",Hombre Cis,True
5800000.0,Senior,7,Universitario,Incompleto,"Python, SQL",Hombre Cis,True
580000.0,Semi-Senior,4,,,"CSS, HTML, Javascript, SQL, TypeScript",Mujer Cis,True
7950000.0,Senior,30,,,Ninguno de los anteriores,Hombre Cis,True
1930357.0,Senior,6,Universitario,Completo,Python,Hombre Cis,True
2750000.0,Junior,2,,,Python,Hombre Cis,True
2000000.0,Senior,6,,,"Bash/Shell, Python",Hombre Cis,True
2950000.0,Semi-Senior,3,Doctorado,Completo,"Python, SQL",Hombre Cis,True
4768000.0,Senior,28,,,"Bash/Shell, Go, Groovy, Java, Python, SQL",Hombre Cis,True
1200000.0,Semi-Senior,4,,,"SQL, Python ",Mujer Cis,True
9100000.0,Senior,15,Terciario,Completo,"Bash/Shell, Python, SQL",Mujer Cis,True
5000000.0,Senior,25,,,,Hombre Cis,True
2533000.0,Senior,16,,,Ninguno de los anteriores,Hombre Cis,True
1850000.0,Junior,0,,,"HTML, Javascript, SQL, TypeScript",Hombre Cis,True
2100000.0,Semi-Senior,4,Universitario,Incompleto,Ninguno de los anteriores,Hombre Cis,True
14000000.0,Senior,25,Universitario,Completo,"Go, Javascript, Python, Rust, SQL, TypeScript",Hombre Cis,True
4000000.0,Senior,7,Universitario,Completo,"Go, Java, Python, SQL",Hombre Cis,True
3000000.0,Senior,10,,,Javascript,Hombre Cis,True
9240000.0,Senior,9,,,"Java, SQL",Hombre Cis,True
4750000.0,Senior,10,,,"CSS, HTML, Javascript, TypeScript",Hombre Cis,True
2300000.0,Semi-Senior,5,,,Ninguno de los anteriores,Hombre Cis,True
5090992.23,Semi-Senior,4,,,"Python, SQL, TypeScript",Hombre Cis,True
1450713.0,Semi-Senior,5,,,Ninguno de los anteriores,Mujer Cis,True
1800000.0,Semi-Senior,3,,,"C++, C#, CSS, HTML, Javascript, Kotlin, PHP",Mujer Cis,True
6368028.86,Semi-Senior,4,,,"Bash/Shell, Go, Java",Hombre Cis,True
11820000.0,Senior,15,,,Ninguno de los anteriores,Hombre Cis,True
3600000.0,Semi-Senior,3,Universitario,Completo,"Javascript, Python",Hombre Cis,True
4800000.0,Semi-Senior,4,Secundario,Completo,".NET, C#, CSS, HTML, Javascript, SQL",Hombre Cis,True
7000000.0,Senior,18,,,"Java, Python",Hombre Cis,True
10000000.0,Senior,8,Universitario,Completo,"Javascript, SQL, TypeScript",Mujer Cis,True
3600000.0,Senior,14,,,Python,Hombre Cis,True
10020885.0,Senior,6,Universitario,Incompleto,"Python, SQL",Hombre Cis,True
1722000.0,Junior,0,Universitario,En curso,Java,Hombre Cis,True
5600000.0,Senior,14,,,"CSS, HTML, Javascript, PHP",Hombre Cis,True
11000000.0,Senior,10,Universitario,Completo,"Bash/Shell, Python",Hombre Cis,True
2300000.0,Senior,8,,,Ninguno de los anteriores,Mujer Cis,True
1300000.0,Semi-Senior,3,Secundario,En curso,Python,Mujer Cis,True
3500000.0,Semi-Senior,4,,,"Python, SQL, TypeScript",Hombre Cis,True
895315.0,Semi-Senior,3,Secundario,Completo,".NET, Bash/Shell, CSS, HTML, Java, Javascript, SQL, TypeScript",Hombre Cis,True
2395938.0,Senior,10,,,"Java, SQL",Hombre Cis,True
1700000.0,Junior,2,,,Ninguno de los anteriores,Mujer Cis,True
2300000.0,Senior,15,Universitario,Completo,".NET, C#, Groovy, HTML, Javascript, SQL",Hombre Cis,True
2578000.0,Senior,15,,,".NET, C#, HTML, Java, Javascript, SQL, TypeScript",Hombre Cis,True
2800000.0,Senior,15,,,".NET, Bash/Shell, C#, CSS, Dart, Groovy, HTML, Java, Javascript, PHP, Python, R, Rust, SQL, TypeScript",Hombre Cis,True
1800000.0,Senior,20,Terciario,Completo,"Bash/Shell, Go, Ruby",Hombre Cis,True
4000000.0,Senior,15,,,"Bash/Shell, Groovy, Python",Hombre Cis,True
5000000.0,Semi-Senior,4,Universitario,Incompleto,"CSS, HTML, Javascript, SQL, TypeScript",Hombre Cis,True
4250000.0,Senior,10,,,"Go, HTML, Javascript, PHP, Python, SQL",Hombre Cis,True
6000000.0,Senior,6,Secundario,Completo,"Javascript, Python, TypeScript",Hombre Cis,True
4964000.0,Senior,25,Universitario,Incompleto,"Bash/Shell, C, Java, Perl, PHP, Python, SQL",Hombre Cis,True
2100000.0,Junior,1,,,"CSS, HTML, Javascript, SQL, TypeScript",Hombre Cis,True
2600000.0,Semi-Senior,4,,,Ninguno de los anteriores,Mujer Cis,True
1200000.0,Junior,2,,,Ninguno de los anteriores,Mujer Cis,True
4000000.0,Senior,10,,,"Bash/Shell, HTML, Java, Javascript, Python",Hombre Cis,True
8703330.0,Senior,10,Universitario,Incompleto,"Bash/Shell, Javascript, PHP, Python, SQL",Hombre Cis,True
2130000.0,Semi-Senior,3,Terciario,Completo,"Bash/Shell, Javascript, PHP, TypeScript",Hombre Cis,True
5103765.0,Senior,8,Universitario,En curso,".NET, C#, SQL",Hombre Cis,True
7250000.0,Senior,18,Universitario,Completo,"CSS, Go, HTML, Javascript, Kotlin, PHP",Hombre Cis,True
5287000.0,Senior,7,Universitario,Completo,"CSS, HTML, Javascript, Salesforce Apex, SOQL",Hombre Cis,True
2500000.0,Semi-Senior,4,,,Javascript,Hombre Cis,True
7293000.0,Senior,10,,,"Java, Python",Hombre Cis,True
9000000.0,Senior,25,,,Ninguno de los anteriores,Hombre Cis,True
7000000.0,Senior,7,,,"Python, SQL",Hombre Cis,True
7375000.0,Semi-Senior,4,,,"Bash/Shell, Go, Javascript, Python, SQL",Hombre Cis,True
8000000.0,Senior,6,Universitario,En curso,"Bash/Shell, C++, Python, SQL",Hombre Cis,True
3100000.0,Semi-Senior,3,,,TypeScript,Hombre Cis,True
15000000.0,Senior,20,,,"Python, SQL",Hombre Cis,True
6217650.0,Semi-Senior,3,Maestría,En curso,Python,Hombre Cis,True
7200000.0,Senior,11,Universitario,Incompleto,Bash/Shell,Hombre Cis,True
6800000.0,Senior,24,,,Ninguno de los anteriores,Mujer Cis,True
1500000.0,Semi-Senior,3,Terciario,En curso,".NET, CSS, HTML, Python",Mujer Cis,True
2800000.0,Semi-Senior,3,,,"Python, SQL",Mujer Cis,True
900000.0,Junior,1,Terciario,Completo,"CSS, HTML, Javascript, PHP",Hombre Cis,True
9300000.0,Senior,21,Universitario,Completo,"Bash/Shell, Java, PHP, Python",Mujer Cis,True
2400000.0,Junior,2,,,"Javascript, SQL",Hombre Cis,True
3000000.0,Senior,10,Maestría,Completo,"Bash/Shell, Python, SQL",Hombre Cis,True
3750000.0,Semi-Senior,3,,,"CSS, HTML, Javascript, SQL, TypeScript",Hombre Cis,True
6400000.0,Senior,10,,,"Python, SQL",Hombre Cis,True
7375000.0,Senior,10,Universitario,Completo,Ruby,Hombre Cis,True
3600000.0,Senior,16,Universitario,Incompleto,GENEXUS,Hombre Cis,True
9717500.0,Senior,6,Universitario,Completo,TypeScript,Hombre Cis,True
3456000.0,Senior,7,,,"Python, SQL",Mujer Cis,True
1800000.0,Semi-Senior,5,,,"Bash/Shell, HTML, Javascript, SQL, TypeScript",Hombre Cis,True
2000000.0,Senior,7,Universitario,En curso,"CSS, HTML, Python, SQL",Mujer Cis,True
4800000.0,Senior,9,,,Ninguno de los anteriores,Hombre Cis,True
1350000.0,Junior,1,Terciario,Completo,"Javascript, Python, SQL, TypeScript",Hombre Cis,True
4500000.0,Senior,18,Universitario,Completo,".NET, Bash/Shell, CSS, HTML, Javascript, TypeScript",Hombre Cis,True
4500000.0,Senior,27,,,Ninguno de los anteriores,Hombre Cis,True
2500000.0,Semi-Senior,4,Universitario,Incompleto,Python,Hombre Cis,True
5076749.0,Senior,10,Universitario,Completo,"Bash/Shell, Java, Javascript, TypeScript",Hombre Cis,True
3456000.0,Semi-Senior,3,Universitario,Incompleto,"Bash/Shell, Javascript, Python, SQL, TypeScript",Hombre Cis,True
2096580.0,Senior,10,Universitario,Incompleto,"CSS, HTML, Javascript, PHP",Hombre Cis,True
1800691.0,Semi-Senior,4,,,Javascript,Hombre Cis,True
7600000.0,Senior,13,Maestría,Completo,"CSS, Dart, Groovy, HTML, Java, Javascript, Python, SQL, TypeScript",Hombre Cis,True
1000000.0,Semi-Senior,3,,,".NET, CSS, HTML, Javascript, SQL, TypeScript",Hombre Cis,True
2990000.0,Senior,6,,,Ninguno de los anteriores,Mujer Cis,True
1700000.0,Junior,1,Universitario,Completo,"SQL, ",Mujer Cis,True
2500000.0,Semi-Senior,5,Terciario,Completo,"Bash/Shell, C#, Java, Javascript, Python, SQL",Hombre Cis,True
2200000.0,Senior,12,,,"CSS, HTML, Javascript, PHP, SQL",Hombre Cis,True
8037200.0,Senior,22,Universitario,Incompleto,"Bash/Shell, Python, SQL",Hombre Cis,True
10731000.0,Senior,12,,,"Go, Java, TypeScript",Hombre Cis,True
750000.0,Junior,0,,,Javascript,Hombre Cis,True
2000000.0,Junior,1,Terciario,Incompleto,"Python, SQL, XML,JSON",Hombre Cis,True
4343000.0,Senior,25,,,Ninguno de los anteriores,Hombre Cis,True
1800000.0,Semi-Senior,4,,,"Bash/Shell, HTML, Javascript, Python, SQL, TypeScript",Hombre Cis,True
6500000.0,Senior,7,,,TypeScript,Hombre Cis,True
8250000.0,Senior,6,Universitario,Incompleto,"Bash/Shell, Go, Python, TypeScript",Hombre Cis,True
2795000.0,Semi-Senior,3,Universitario,Completo,"HTML, SQL",Hombre Cis,True
3188462.64,Senior,19,,,Ninguno de los anteriores,Hombre Cis,True
4700000.0,Senior,11,Universitario,Incompleto,Ninguno de los anteriores,Mujer Cis,True
9000000.0,Senior,18,Maestría,Completo,"Bash/Shell, Go, HTML, Javascript, Python, TypeScript",Hombre Cis,True
1600000.0,Semi-Senior,5,,,SQL,Mujer Cis,True
7000000.0,Senior,10,Universitario,Completo,"Python, SQL",Hombre Cis,True
8300000.0,Senior,10,,,"Bash/Shell, Go, Javascript, PHP, Python, SQL, TypeScript",Hombre Cis,True
8000000.0,Senior,20,,,"C, C++, Elixir, Java, Javascript, TypeScript, d lang",Hombre Cis,True
8000000.0,Senior,18,Universitario,Completo,"Java, Scala",Hombre Cis,True
1000000.0,Semi-Senior,3,,,SQL,Mujer Cis,True
3600000.0,Senior,20,,,Ninguno de los anteriores,Hombre Cis,True
5000000.0,Senior,20,Maestría,Completo,"C, C++, Python",Mujer Cis,True
1300000.0,Semi-Senior,3,Terciario,En curso,Javascript,Mujer Cis,True
1600000.0,Semi-Senior,3,,,Java,Hombre Cis,True
3404000.0,Senior,6,,,SQL,Mujer Cis,True
6250000.0,Senior,16,,,"PHP, SQL",Hombre Cis,True
15000000.0,Senior,12,Universitario,Incompleto,"Python, SQL",Hombre Cis,True
2100000.0,Senior,10,,,".NET, C#, Javascript, SQL, TypeScript",Hombre Cis,True
4800000.0,Semi-Senior,4,,,"CSS, Javascript, SQL, TypeScript",Hombre Cis,True
800000.0,Senior,6,,,"CSS, HTML, Javascript, PHP, Python",Hombre Cis,True
2980000.0,Semi-Senior,5,Universitario,Incompleto,"Bash/Shell, Python, SQL",Hombre Cis,True
5750000.0,Senior,7,Terciario,Completo,".NET, Bash/Shell, CSS, HTML, Javascript, Kotlin, PHP, Python, SQL, TypeScript",Hombre Cis,True
3546700.0,Senior,25,Universitario,Incompleto,"Javascript, PHP",Hombre Cis,True
6300000.0,Senior,15,Universitario,Completo,Java,Hombre Cis,True
2039870.0,Semi-Senior,4,Universitario,Completo,Python,Hombre Cis,True
2914024.0,Senior,10,,,"CSS, HTML, Javascript, Python",Mujer Cis,True
11200000.0,Senior,30,,,".NET, Python, SQL, TypeScript",Hombre Cis,True
8500000.0,Senior,30,,,".NET, C#, CSS, HTML, TypeScript",Hombre Cis,True
9000000.0,Senior,13,,,".NET, HTML, Javascript, PHP, Python, Ruby, SQL, TypeScript",Hombre Cis,True
5280000.0,Senior,6,,,"Java, Javascript, SQL",Hombre Cis,True
8000000.0,Senior,13,,,".NET, Assembler, Bash/Shell, C++, C#, COBOL, Delphi, Go, Javascript, PHP, Python, Rust, SQL, TypeScript",Hombre Cis,True
8000000.0,Semi-Senior,4,,,Python,Hombre Cis,True
600000.0,Semi-Senior,3,Terciario,En curso,"CSS, Javascript, SQL",Hombre Cis,True
2400000.0,Senior,16,,,"Bash/Shell, Go, Groovy",Hombre Cis,True
4400000.0,Senior,11,,,".NET, C#, CSS, HTML, Javascript, Kotlin, Objective-C, SQL, Swift",Hombre Cis,True
4900000.0,Senior,20,,,"Dart, Kotlin",Hombre Cis,True
4500000.0,Senior,7,Universitario,Incompleto,"Python, SQL",Hombre Cis,True
2282642.0,Senior,20,,,Ninguno de los anteriores,Hombre Cis,True
2500000.0,Semi-Senior,3,Universitario,En curso,"Bash/Shell, Python",Hombre Cis,True
4500000.0,Senior,6,,,Bash/Shell,Hombre Cis,True
4648560.0,Semi-Senior,4,Universitario,Completo,Python,Hombre Cis,True
4200000.0,Semi-Senior,4,,,"Go, TypeScript, ",Hombre Cis,True
8814880.0,Semi-Senior,4,Universitario,En curso,"Bash/Shell, Javascript",Mujer Cis,True
4035000.0,Senior,10,,,Ninguno de los anteriores,Mujer Cis,True
400000.0,Junior,1,Terciario,En curso,"CSS, HTML, PHP, Python, SQL",Hombre Cis,True
4000000.0,Semi-Senior,5,,,".NET, C#, SQL",Hombre Cis,True
2785000.0,Semi-Senior,5,Terciario,Incompleto,".NET, Bash/Shell, Javascript, Python, SQL, TypeScript",Hombre Cis,True
5685799.0,Senior,7,Universitario,Incompleto,"Go, Javascript, Python, Ruby, SQL, TypeScript",Hombre Cis,True
11250000.0,Senior,10,,,"CSS, HTML, Javascript, TypeScript",Hombre Cis,True
11250000.0,Senior,27,Universitario,Completo,"Python, TypeScript",Hombre Cis,True
3450000.0,Senior,7,,,"CSS, Dart, HTML, Java, Javascript, Kotlin, SQL, Swift",Hombre Cis,True
1500000.0,Semi-Senior,3,,,"Javascript, PHP, TypeScript",Hombre Cis,True
4738800.0,Senior,11,Universitario,Completo,".NET, C#, CSS, HTML, Javascript, SQL, TypeScript",Hombre Cis,True
1800000.0,Senior,13,,,"CSS, HTML",Mujer Cis,True
3219000.0,Senior,6,Universitario,Completo,Ninguno de los anteriores,Mujer Cis,True
3500000.0,Senior,20,,,"Mojo, PHP, Ruby",Hombre Cis,True
5500000.0,Senior,8,,,"Go, Java, Kotlin",Hombre Cis,True
3212160.0,Semi-Senior,4,,,Kotlin,Hombre Cis,True
4232451.0,Senior,8,Universitario,Completo,"HTML, Python, SQL",Hombre Cis,True
4200000.0,Semi-Senior,4,,,"Javascript, Python",Mujer Cis,True
2091000.0,Senior,9,Terciario,Incompleto,Ninguno de los anteriores,Hombre Cis,True
